id,cols_1,cols_2,cols_3,cols_4,cols_5,cols_6,cols_7,cols_8,cols_9,cols_10,cols_11,cols_12,cols_13,cols_14,True_value
Id_5695,G,8.6,False,True,7.4,X,type_1,20.4,110381.0,1.428571429,-27.828,4.08882717,True,B,56517.384
Id_8835,,10.2,False,True,5.18,,type_0,18.48,27875.0,1.428571429,-27.828,4.08882717,False,C,119349.384
Id_9626,F,10.0,False,True,7.4,Z,type_2,,61126.0,,-27.828,4.08882717,True,B,153906.984
Id_6170,C,9.6,False,True,9.25,X,,18.96,86345.0,1.428571429,-27.828,4.08882717,False,C,75335.568
Id_6987,E,9.6,False,True,,X,type_1,18.24,79000.0,1.428571429,,4.08882717,True,D,80079.384
Id_4567,F,10.4,False,True,7.4,Z,type_2,18.24,15010.0,1.428571429,-27.828,4.08882717,True,C,210455.784
Id_8955,,7.6,False,True,14.8,W,type_5,38.88,,2.142857143,-13.914,1.834008086,False,A,62828.8584
Id_2656,J,8.0,False,,8.14,Y,type_2,17.76,,1.428571429,-27.828,5.488589937,False,C,37696.0584
Id_8309,F,,False,False,3.7,X,type_0,13.68,84902.0,1.071428571,-27.828,,False,A,37667.784
Id_6857,B,9.6,False,True,7.4,X,type_1,16.8,101855.0,1.428571429,-27.828,4.08882717,False,C,87634.932
Id_1961,B,,False,True,11.1,W,type_2,19.2,274630.0,1.428571429,-27.828,1.834008086,False,B,106782.984
Id_6383,C,10.4,False,True,9.25,X,type_1,19.44,9129.0,1.428571429,-27.828,,True,C,103320.9408
Id_8853,I,9.8,False,True,10.36,Z,type_2,,48758.0,1.428571429,-27.828,4.08882717,False,C,147623.784
Id_9973,F,8.6,False,False,11.84,Z,type_2,22.56,209825.0,1.785714286,-27.828,4.08882717,True,C,91074.984
Id_1251,B,8.6,False,True,11.1,Z,type_2,,217232.0,1.428571429,,5.488589937,False,A,134981.9856
Id_3176,F,9.6,False,True,7.4,X,type_2,0.0,,1.428571429,-13.914,2.615056629,False,D,131947.2
Id_7760,E,9.4,False,True,8.88,Z,type_2,19.2,99473.0,1.428571429,-27.828,5.488589937,True,C,135057.384
Id_5013,E,7.2,False,True,8.88,Z,type_1,22.8,226000.0,1.428571429,-27.828,4.08882717,True,A,37347.3408
Id_9705,J,9.0,False,True,5.18,X,type_1,15.12,82690.0,1.428571429,-34.785,4.08882717,False,B,47092.584
Id_6539,B,8.6,False,False,6.66,X,type_1,17.04,58590.0,1.428571429,-34.785,4.08882717,True,B,52464.72
Id_3289,F,7.8,,False,9.25,X,type_0,22.32,139175.0,1.785714286,-34.785,4.08882717,False,D,47120.8584
Id_6448,G,9.6,False,True,7.4,,type_1,17.76,69247.0,1.428571429,-27.828,4.08882717,True,A,78540.0
Id_8726,B,10.6,False,True,7.4,X,type_3,10.32,49.0,1.428571429,-27.828,4.08882717,False,A,166489.092
Id_7611,F,7.8,False,True,14.8,,type_1,25.2,171500.0,2.142857143,-27.828,4.08882717,True,A,37667.784
Id_6275,I,7.8,False,True,,W,,26.4,196453.0,2.142857143,-27.828,4.08882717,False,B,34526.184
Id_6887,H,10.6,True,True,,,type_2,,7.0,1.428571429,-27.828,4.08882717,True,B,214533.5808
Id_1051,I,9.6,False,True,7.4,Y,type_0,20.16,137264.0,1.428571429,-27.828,4.08882717,True,D,78508.584
Id_4069,H,9.6,False,True,7.4,X,type_1,14.64,,1.428571429,-27.828,4.08882717,True,A,81665.892
Id_6022,B,9.8,False,True,7.4,X,type_1,14.4,86108.0,1.428571429,-27.828,4.08882717,False,D,81675.3168
Id_5552,B,7.4,False,True,6.66,X,type_1,17.76,,1.428571429,-27.828,4.08882717,True,,37667.784
Id_272,F,9.6,False,True,7.4,Z,type_2,17.04,146729.0,1.428571429,-27.828,5.488589937,True,B,131915.784
Id_2042,A,9.6,False,True,11.1,W,type_2,13.44,66445.0,2.142857143,-27.828,4.08882717,True,B,225818.208
Id_4763,B,9.6,False,True,9.25,,type_3,10.08,45063.0,1.428571429,-27.828,4.08882717,False,C,116144.952
Id_8997,E,10.2,False,True,8.88,X,type_2,20.16,28185.0,1.428571429,-27.828,,True,C,150765.384
Id_5204,F,9.6,False,True,11.84,Z,type_2,21.36,143738.0,1.785714286,-27.828,4.08882717,False,D,157048.584
Id_9509,B,9.6,False,True,,Z,type_2,20.4,85354.0,1.428571429,-27.828,4.08882717,False,B,150724.5432
Id_1086,E,,False,True,4.44,X,type_1,11.28,39999.0,1.071428571,-34.785,4.08882717,True,B,56077.56
Id_8373,,,False,True,7.4,Y,type_0,16.56,32415.0,1.428571429,-27.828,4.08882717,False,B,163331.784
Id_7732,B,9.0,False,True,12.95,X,type_1,24.48,142912.0,2.142857143,-27.828,5.488589937,False,C,90518.9208
Id_7515,B,8.8,False,False,4.81,X,,13.68,94989.0,1.428571429,-20.871,4.08882717,False,D,43979.2584
Id_6678,A,6.6,False,True,,W,type_1,,158925.0,2.142857143,-13.914,4.08882717,False,A,34554.4584
Id_4322,G,,False,True,7.4,X,type_1,14.88,57665.0,1.428571429,-27.828,4.08882717,False,B,81650.184
Id_6946,B,10.6,False,True,9.25,X,type_3,,7.0,1.428571429,,4.08882717,True,C,213625.6584
Id_7747,F,8.8,False,True,14.8,,type_1,25.44,285430.0,2.142857143,,4.08882717,True,B,39238.584
Id_6772,B,,False,True,10.36,W,type_2,0.0,81184.0,1.428571429,-20.871,8.795966979,,D,235588.584
Id_5518,E,9.6,False,True,5.55,X,type_1,,96582.0,1.428571429,-27.828,,True,C,81678.4584
Id_5117,E,9.4,False,True,7.4,X,type_1,17.76,37012.0,1.428571429,-27.828,4.08882717,False,B,72225.384
Id_6179,C,7.4,False,,11.1,Z,type_2,25.92,165374.0,1.428571429,,5.488589937,,D,103515.72
Id_4709,F,9.4,False,True,18.5,W,type_0,30.24,104549.0,2.857142857,-13.914,3.363585661,True,D,138198.984
Id_8121,F,9.6,False,True,11.84,Z,type_2,20.88,179317.0,1.785714286,-27.828,,True,A,93619.68
Id_5969,J,9.6,False,True,12.21,W,type_1,24.48,114501.0,2.142857143,-27.828,4.08882717,True,A,125660.8584
Id_6784,F,8.2,False,True,14.8,W,type_1,23.76,,2.142857143,-27.828,4.08882717,False,D,56517.384
Id_3478,B,8.8,False,False,11.1,W,type_2,19.44,205349.0,1.428571429,-27.828,4.08882717,False,A,69083.784
Id_8414,I,8.4,False,True,5.92,X,type_1,17.52,140870.0,1.428571429,-34.785,4.08882717,False,D,25101.384
Id_3924,H,,False,True,7.4,X,type_1,14.88,,1.428571429,-34.785,4.08882717,False,A,100499.784
Id_1748,A,9.2,False,True,7.4,W,type_0,17.28,,1.428571429,-13.914,3.363585661,False,D,141196.0704
Id_732,A,,False,True,20.35,Y,type_0,,92000.0,2.857142857,-27.828,4.08882717,False,C,172788.0
Id_2553,G,9.8,False,True,7.4,X,type_1,,59649.0,,-27.828,4.08882717,True,A,72225.384
Id_5458,H,9.2,False,True,7.4,X,type_1,13.92,75934.0,1.428571429,-34.785,4.08882717,False,B,59658.984
Id_5873,G,8.6,False,True,8.14,,type_2,17.52,131876.0,1.428571429,-27.828,5.488589937,True,B,75366.984
Id_2662,F,9.4,False,True,5.55,X,type_0,17.28,85206.0,1.428571429,-27.828,4.08882717,True,,62800.584
Id_9398,J,9.8,False,True,8.14,Y,type_2,17.28,98974.0,1.428571429,-27.828,5.488589937,False,A,109924.584
Id_6455,H,9.6,,False,11.84,W,type_2,,,,-13.914,,True,B,68958.12
Id_3113,,,False,True,7.4,X,type_1,16.56,135436.0,1.428571429,-27.828,4.08882717,True,,69083.784
Id_3303,B,10.0,False,,,Y,type_1,18.0,45029.0,1.428571429,-34.785,4.08882717,False,D,166347.72
Id_1344,F,9.8,False,True,,Z,type_2,19.68,102247.0,1.428571429,-27.828,4.08882717,False,B,185322.984
Id_1690,E,9.2,False,True,8.88,Z,type_2,19.2,138342.0,1.428571429,,4.08882717,False,D,106462.5408
Id_7180,B,8.4,False,True,,Z,type_1,26.4,129905.0,2.142857143,-27.828,4.08882717,False,C,62794.3008
Id_6499,B,9.6,False,True,12.95,,type_1,22.8,,2.142857143,-27.828,5.488589937,False,C,106713.8688
Id_3308,E,9.8,False,True,7.4,X,type_1,,,1.428571429,-27.828,4.08882717,False,,75366.984
Id_1504,B,10.2,False,True,9.25,X,type_3,10.08,29691.0,1.428571429,-27.828,,False,A,138073.32
Id_1806,H,10.4,False,True,11.1,Z,type_2,19.2,,1.428571429,-27.828,4.08882717,False,C,157048.584
Id_8469,I,8.6,False,False,10.36,Z,type_2,18.96,224875.0,,-27.828,4.08882717,,B,62800.584
Id_5369,,,,True,11.1,Z,type_2,20.4,135012.0,1.428571429,-27.828,5.488589937,True,,141368.8584
Id_3791,I,8.8,False,True,,Z,,22.56,215017.0,1.428571429,-27.828,5.488589937,False,C,71904.9408
Id_9520,G,9.0,False,True,7.4,Y,,16.32,123927.0,1.428571429,-27.828,4.08882717,False,,81650.184
Id_7329,H,9.6,False,True,7.4,X,type_1,15.12,118142.0,1.428571429,-27.828,4.08882717,False,,75366.984
Id_5909,B,6.8,False,True,6.66,X,type_1,18.72,326000.0,,-34.785,4.08882717,False,A,20417.2584
Id_6825,B,8.6,False,True,11.1,Z,type_2,20.4,144196.0,1.428571429,-27.828,5.488589937,True,B,118752.48
Id_7263,E,9.0,False,False,8.88,Z,type_2,17.28,196657.0,1.428571429,-27.828,4.08882717,True,C,78508.584
Id_1848,,,False,,9.99,Y,type_2,21.12,105993.0,2.142857143,-27.828,4.08882717,False,A,56517.384
Id_4512,H,8.6,False,True,9.25,,type_1,17.76,127810.0,1.428571429,-27.828,4.08882717,False,C,65596.608
Id_2431,F,,False,False,9.62,W,type_1,31.2,180818.0,1.428571429,-13.914,3.363585661,False,D,24501.3384
Id_4660,C,7.0,False,True,9.25,Z,type_1,24.0,179514.0,1.428571429,-27.828,4.08882717,True,C,20417.2584
Id_8885,I,9.8,,True,13.32,X,type_1,21.36,80692.0,2.142857143,-27.828,5.488589937,True,B,103609.968
Id_5584,B,9.8,False,True,6.66,X,type_3,10.08,64700.0,,-34.785,,False,A,106782.984
Id_142,C,9.6,False,True,8.51,,type_2,16.8,100603.0,,-27.828,4.08882717,True,B,122459.568
Id_8760,B,9.6,False,True,12.95,Y,type_1,22.8,73836.0,,-27.828,5.488589937,False,,138073.32
Id_9211,G,9.2,False,True,5.92,Y,type_1,18.48,106961.0,1.428571429,-27.828,4.08882717,False,A,75376.4088
Id_5264,B,7.4,False,True,6.66,X,type_1,18.48,175184.0,1.428571429,-34.785,4.08882717,False,A,37667.784
Id_3409,B,9.6,False,True,4.44,X,,13.2,77416.0,1.428571429,-27.828,,False,D,93368.352
Id_1117,D,9.8,,True,7.4,X,type_2,19.44,97650.0,1.428571429,-13.914,4.08882717,True,D,123402.048
Id_1756,G,9.6,False,True,7.4,X,type_1,17.28,63608.0,1.428571429,,4.08882717,False,B,69052.368
Id_497,A,9.6,False,True,4.81,X,type_1,13.68,47292.0,1.428571429,-27.828,4.08882717,,C,144356.52
Id_8031,G,8.8,False,True,6.66,X,type_1,17.04,83257.0,1.428571429,-34.785,4.08882717,False,B,62737.752
Id_870,H,8.6,False,False,7.4,X,type_1,15.36,119362.0,1.428571429,,,True,A,53363.2176
Id_3357,E,10.2,False,True,8.88,X,type_1,17.28,35274.0,1.428571429,-27.828,5.488589937,,B,125632.584
Id_912,,9.0,,True,5.92,X,type_2,13.44,,1.428571429,-34.785,4.08882717,True,C,53407.2
Id_721,B,9.8,False,True,9.25,Y,type_3,11.52,45226.0,1.428571429,-34.785,4.08882717,False,C,159869.7408
Id_2805,H,9.6,False,True,8.14,Y,type_2,14.4,117851.0,1.428571429,-27.828,4.08882717,True,C,99243.144
Id_9943,D,,,True,5.18,X,type_0,15.12,77481.0,1.428571429,-27.828,4.08882717,False,B,93902.424
Id_886,B,9.6,False,True,,X,type_1,21.84,95982.0,2.142857143,-27.828,,True,,103641.384
Id_9592,G,9.8,False,True,7.4,X,type_1,17.76,51779.0,1.428571429,-27.828,4.08882717,,B,72253.6584
Id_6587,E,10.2,False,True,7.4,X,,18.24,64125.0,1.428571429,-27.828,4.08882717,,B,87612.9408
Id_8100,I,,False,False,13.32,W,type_1,24.48,159178.0,2.142857143,-13.914,1.834008086,False,B,53375.784
Id_1520,I,9.6,False,True,13.32,Y,type_0,21.84,51208.0,2.142857143,-27.828,4.08882717,False,B,109846.044
Id_8689,F,,False,True,,W,type_2,19.68,120075.0,1.785714286,-27.828,4.08882717,False,C,120935.892
Id_2746,B,10.2,False,True,9.25,Y,type_3,11.52,38011.0,1.428571429,-34.785,4.08882717,True,A,194747.784
Id_6700,G,8.4,False,True,8.88,X,type_1,18.96,327430.0,1.428571429,-27.828,4.08882717,False,D,25129.6584
Id_5775,B,6.8,False,True,8.88,X,type_1,22.8,95362.0,,-27.828,4.08882717,True,A,40825.092
Id_314,A,7.8,False,True,6.66,W,type_0,21.6,111873.0,1.428571429,-13.914,3.363585661,True,,47092.584
Id_1799,G,8.6,False,True,6.66,X,type_1,16.56,162420.0,1.428571429,-34.785,4.08882717,False,B,37667.784
Id_327,B,6.8,False,False,,Z,type_2,0.0,342898.0,2.142857143,-13.914,2.615056629,False,,141340.584
Id_5642,E,,False,True,11.1,Z,type_1,24.96,84168.0,2.142857143,-27.828,4.08882717,False,B,50234.184
Id_4204,,9.4,False,False,11.84,Z,type_2,19.92,130284.0,1.785714286,-13.914,1.834008086,True,A,106782.984
Id_3129,B,9.4,False,True,10.36,Z,type_2,20.4,116878.0,1.428571429,-27.828,4.08882717,True,C,141020.1408
Id_6860,D,10.0,False,True,7.4,Y,type_0,19.44,70457.0,1.428571429,-27.828,4.08882717,False,B,140900.76
Id_9905,J,9.4,False,True,12.21,X,type_1,27.84,102860.0,2.142857143,-27.828,6.168843302,True,,78163.008
Id_3968,J,8.2,False,True,,X,type_1,18.48,105721.0,1.428571429,-34.785,4.08882717,True,C,43950.984
Id_5743,E,10.2,False,True,7.4,X,type_1,18.24,50827.0,1.428571429,-27.828,4.08882717,False,A,84477.624
Id_6226,G,10.0,False,True,7.4,X,type_1,17.76,,1.428571429,-27.828,4.08882717,False,C,74870.6112
Id_1973,B,10.0,False,True,4.44,,,15.36,48860.0,1.428571429,-34.785,4.08882717,,C,106773.5592
Id_336,J,9.6,False,True,7.4,X,type_1,18.96,95816.0,1.428571429,-27.828,4.08882717,False,D,80079.384
Id_2764,H,7.6,False,True,9.25,X,,,196135.0,1.428571429,-27.828,4.08882717,True,,28117.32
Id_7660,B,10.0,False,True,7.4,X,type_1,15.6,,,-34.785,4.08882717,False,D,141277.752
Id_275,I,9.0,False,True,8.88,X,type_1,21.6,118912.0,1.428571429,,5.488589937,True,B,43966.692
Id_2985,G,10.2,False,True,7.4,X,type_0,19.68,9986.0,1.428571429,-27.828,,,B,157048.584
Id_5646,G,10.4,False,True,,X,type_1,17.28,9372.0,1.428571429,-27.828,4.08882717,False,C,90924.1872
Id_5849,A,9.6,False,True,7.77,W,,15.12,,1.428571429,-27.828,6.168843302,False,C,150790.5168
Id_3477,F,8.4,False,True,9.99,,type_2,,155102.0,,-27.828,5.488589937,False,A,40809.384
Id_7558,E,,False,True,8.88,X,type_1,22.32,170664.0,,-27.828,4.08882717,True,B,28242.984
Id_3558,,7.4,False,True,11.1,Z,type_2,26.16,285146.0,1.428571429,-27.828,5.488589937,True,C,78508.584
Id_2809,B,7.0,,True,8.88,X,type_1,23.52,208899.0,1.428571429,-27.828,4.08882717,True,A,17592.96
Id_9113,B,6.2,False,False,7.4,W,,0.0,392793.0,1.428571429,-13.914,2.615056629,True,D,14922.6
Id_4861,,8.2,False,True,20.35,W,type_0,26.4,136517.0,,,,True,D,103641.384
Id_6586,B,9.4,False,True,10.36,,type_2,20.4,130848.0,1.428571429,-27.828,4.08882717,False,A,125632.584
Id_3416,I,8.0,False,,6.66,X,type_1,18.0,207504.0,1.428571429,-27.828,4.08882717,True,D,28242.984
Id_307,I,9.8,False,True,13.32,X,type_1,21.36,47728.0,2.142857143,,,False,C,135057.384
Id_3908,J,9.6,False,True,12.21,X,type_1,27.84,95352.0,2.142857143,-27.828,6.168843302,False,D,106462.5408
Id_348,B,9.0,False,True,6.66,X,type_1,14.64,199672.0,1.428571429,,4.08882717,False,D,55917.3384
Id_826,D,9.6,False,False,5.18,X,,13.68,51128.0,1.428571429,-34.785,4.08882717,True,,69083.784
Id_9501,G,,False,True,5.18,X,type_1,14.88,33626.0,,,4.08882717,False,D,59658.984
Id_4482,B,7.8,False,,6.66,X,type_1,17.76,140318.0,1.428571429,,4.08882717,False,C,34526.184
Id_6576,,9.2,False,True,7.4,X,type_2,15.6,102300.0,1.428571429,-27.828,,False,D,175898.184
Id_3682,A,8.8,,True,11.1,Y,type_2,17.52,153886.0,2.142857143,-27.828,4.08882717,False,B,109924.584
Id_5876,E,10.6,True,True,,Z,type_2,19.2,10.0,1.428571429,-27.828,,False,D,172756.584
Id_8387,,9.4,False,True,9.25,,type_1,21.12,87544.0,1.428571429,-27.828,5.488589937,False,A,114668.4
Id_2053,G,9.0,False,True,8.88,Y,type_1,21.6,199112.0,1.428571429,-27.828,5.488589937,False,B,56545.6584
Id_71,E,9.0,False,True,7.4,X,type_1,17.28,,1.428571429,-27.828,4.08882717,,C,47092.584
Id_5507,C,7.2,False,False,9.25,Z,type_1,22.8,216577.0,1.428571429,-27.828,4.08882717,,B,18818.184
Id_8514,C,7.0,,,6.66,X,type_1,,175185.0,1.428571429,-27.828,4.08882717,True,C,17435.88
Id_7510,I,,False,True,10.36,W,type_2,21.12,64019.0,1.428571429,,4.08882717,False,C,94216.584
Id_8151,F,,False,True,7.4,Y,type_2,16.08,94557.0,1.428571429,-27.828,4.08882717,,B,103641.384
Id_1666,F,8.4,False,False,8.88,W,type_2,22.8,,1.428571429,-27.828,4.796035003,True,A,62816.292
Id_7861,D,10.2,False,True,3.7,X,type_0,12.96,25123.0,,-27.828,4.08882717,False,D,93776.76
Id_9159,A,10.0,False,True,7.4,W,type_1,16.8,,1.428571429,-27.828,4.08882717,False,C,210135.3408
Id_5688,J,9.2,False,True,5.18,X,type_1,15.12,93684.0,1.428571429,-34.785,4.08882717,False,D,49907.4576
Id_1445,G,9.0,False,False,5.92,X,,15.36,122015.0,1.428571429,-20.871,3.363585661,False,B,59533.32
Id_5227,B,8.4,False,False,14.8,Z,,31.2,104374.0,2.142857143,-27.828,5.488589937,False,D,119377.6584
Id_6982,A,8.4,False,,7.77,W,type_2,19.68,134645.0,1.428571429,-27.828,6.168843302,True,A,94216.584
Id_1695,I,9.6,False,True,5.92,X,type_0,15.12,45725.0,1.428571429,-34.785,4.08882717,False,D,72225.384
Id_2892,A,8.8,False,True,7.4,W,type_0,15.36,99352.0,1.428571429,-27.828,4.08882717,True,C,109924.584
Id_1574,,8.4,False,True,6.66,X,type_1,,125546.0,1.428571429,-34.785,4.08882717,,C,49888.608
Id_3203,J,9.4,False,True,12.21,X,type_1,27.84,55840.0,2.142857143,-27.828,6.168843302,False,,153935.2584
Id_4405,G,9.2,False,True,8.14,Y,type_2,18.72,113985.0,1.428571429,-27.828,5.488589937,True,C,81650.184
Id_1630,B,7.0,False,,8.88,X,type_1,21.12,199931.0,1.428571429,,4.08882717,True,D,21205.8
Id_8380,G,,False,True,5.18,X,type_1,14.88,,1.428571429,,4.08882717,True,A,40809.384
Id_1881,,,False,True,10.36,Z,type_2,18.24,32875.0,,-27.828,5.488589937,False,B,218309.784
Id_8821,B,9.8,False,True,9.25,X,type_3,11.28,50290.0,1.428571429,-34.785,,True,D,179039.784
Id_6463,D,9.2,False,True,5.18,,type_0,15.12,80346.0,1.428571429,-27.828,4.08882717,False,B,84791.784
Id_848,A,10.2,,True,0.0,Y,type_4,0.0,2118.0,0.0,-27.828,4.08882717,,D,360655.68
Id_9923,,7.2,False,True,11.1,Z,type_1,29.28,196193.0,2.142857143,-27.828,4.08882717,False,A,25101.384
Id_6188,H,7.2,False,False,8.51,X,,24.0,220156.0,1.428571429,-34.785,4.08882717,True,B,46747.008
Id_5869,J,10.4,False,True,7.4,X,type_1,17.76,18387.0,1.428571429,-27.828,4.08882717,False,B,100499.784
Id_2877,E,,False,True,,X,type_1,17.52,58951.0,1.428571429,-27.828,4.08882717,False,D,87961.6584
Id_186,A,9.8,False,True,11.1,Y,type_0,21.12,112808.0,2.142857143,-27.828,4.08882717,True,B,194622.12
Id_3779,I,9.6,False,,,Z,type_2,18.96,146637.0,1.428571429,-27.828,4.08882717,True,B,131915.784
Id_1830,G,10.4,False,True,0.0,X,,0.0,,0.0,-27.828,4.08882717,False,A,186485.376
Id_8325,J,10.0,False,True,12.21,X,type_1,25.92,56793.0,2.142857143,-27.828,6.168843302,False,D,122490.984
Id_9241,C,10.0,False,True,0.0,X,type_4,0.0,33250.0,0.0,,4.08882717,True,D,166489.092
Id_6378,D,8.6,False,True,7.4,Y,type_2,,149904.0,,-27.828,4.08882717,True,A,50234.184
Id_1234,J,9.4,False,True,,Y,type_2,16.32,72510.0,1.428571429,-27.828,4.08882717,True,,100499.784
Id_6964,B,9.8,False,True,9.25,X,type_3,10.08,52610.0,1.428571429,-27.828,4.08882717,False,C,109949.7168
Id_3915,B,9.4,False,False,10.36,Z,type_2,18.24,153203.0,1.428571429,,4.08882717,False,A,141331.1592
Id_446,I,9.6,False,True,10.36,Z,,20.64,95112.0,1.428571429,-27.828,5.488589937,,B,100059.96
Id_844,H,9.0,False,True,9.25,X,,14.64,86740.0,1.428571429,-34.785,4.08882717,False,D,72225.384
Id_8062,F,8.6,False,True,7.4,,type_1,15.84,150236.0,1.428571429,-34.785,4.08882717,False,A,47092.584
Id_5402,I,9.2,,True,22.94,W,,28.08,115715.0,2.857142857,,4.08882717,True,A,147623.784
Id_2440,I,,False,True,13.32,W,type_1,28.8,188000.0,2.142857143,-27.828,4.08882717,False,A,25123.3752
Id_3103,H,10.2,False,True,8.14,Y,type_2,14.4,16116.0,1.428571429,-27.828,5.488589937,True,B,135057.384
Id_8585,B,9.4,False,True,10.36,Z,type_2,20.4,135384.0,1.428571429,-27.828,4.08882717,True,A,134736.9408
Id_6791,G,7.4,False,True,8.14,Z,type_2,19.68,213011.0,,-27.828,4.08882717,False,D,43950.984
Id_5650,A,9.0,False,True,11.1,W,type_0,18.24,116888.0,,-27.828,4.08882717,True,,122490.984
Id_1294,F,8.0,False,True,11.1,Z,type_2,22.32,193721.0,1.428571429,-27.828,4.08882717,True,A,56517.384
Id_5079,,9.2,False,,7.4,X,type_1,17.76,60515.0,1.428571429,,4.08882717,True,C,91074.984
Id_9016,B,10.2,False,True,9.25,X,type_1,18.72,8624.0,1.428571429,-27.828,4.08882717,False,C,119374.5168
Id_5067,H,10.4,False,True,7.4,,type_1,14.64,9120.0,1.428571429,,4.08882717,False,C,113066.184
Id_3442,,9.8,,True,,X,type_1,14.4,,1.428571429,-34.785,4.08882717,False,B,109924.584
Id_8451,G,9.0,False,True,9.25,W,type_2,21.6,170123.0,1.428571429,-27.828,,True,A,78188.1408
Id_7273,H,8.6,False,True,8.14,Y,type_2,13.68,196435.0,1.428571429,,4.08882717,False,B,62480.1408
Id_6105,H,8.2,False,False,7.4,X,type_1,18.96,,1.428571429,-34.785,4.08882717,False,B,31412.8584
Id_776,E,9.8,False,,8.88,Y,type_1,17.28,71980.0,1.428571429,-27.828,5.488589937,False,C,94175.7432
Id_9716,,7.6,,False,11.1,Z,type_2,26.16,,1.428571429,-27.828,5.488589937,True,B,71904.9408
Id_2153,B,9.2,False,,11.1,W,type_2,20.88,213400.0,1.428571429,-27.828,1.834008086,False,B,86390.8584
Id_4920,I,9.2,False,True,8.88,,,19.2,123333.0,,-27.828,4.08882717,False,A,40809.384
Id_5360,G,6.8,False,,9.99,Z,type_1,26.4,182067.0,2.142857143,-27.828,4.08882717,True,B,25117.092
Id_9735,I,9.6,False,True,10.36,,type_2,21.6,81916.0,1.428571429,-27.828,4.08882717,True,,109924.584
Id_5957,B,9.0,False,True,16.65,Z,,,214453.0,2.857142857,-27.828,5.488589937,False,A,204046.92
Id_8411,J,10.2,False,True,7.4,X,type_1,18.96,60395.0,1.428571429,-27.828,4.08882717,False,C,92614.368
Id_8432,H,10.2,False,True,7.4,X,type_1,15.6,10136.0,1.428571429,-27.828,,False,C,112626.36
Id_3183,J,8.4,False,True,8.14,Y,type_2,17.52,134686.0,1.428571429,-27.828,5.488589937,True,B,69083.784
Id_6792,I,9.6,False,True,10.36,W,type_2,21.12,164863.0,,-27.828,4.08882717,True,D,75046.5408
Id_3199,,9.0,False,True,13.69,X,type_1,26.4,113000.0,2.142857143,-27.828,5.488589937,False,D,77613.228
Id_9369,I,8.4,False,False,5.18,X,type_1,15.36,114605.0,1.428571429,-34.785,4.08882717,False,,31384.584
Id_1289,B,9.2,False,True,6.66,X,type_1,,85617.0,1.428571429,-34.785,4.08882717,False,C,62828.8584
Id_4581,B,8.0,False,False,16.65,Z,type_2,27.6,402356.0,2.857142857,-13.914,2.615056629,True,C,117810.0
Id_6192,H,9.6,False,True,9.25,Y,type_1,21.12,50725.0,1.428571429,,5.488589937,False,C,119047.7904
Id_8935,J,10.4,False,,5.92,X,type_3,9.6,3085.0,1.428571429,-27.828,,False,A,188144.1408
Id_7149,,,False,True,9.25,X,,15.84,114180.0,1.428571429,-27.828,4.08882717,True,C,80946.4656
Id_9846,C,9.8,False,True,7.4,X,,16.56,73104.0,1.428571429,-27.828,4.08882717,True,B,94216.584
Id_4106,J,9.8,False,True,5.92,Y,type_1,18.24,28216.0,1.428571429,-27.828,4.08882717,False,,122490.984
Id_4126,H,8.0,False,True,9.25,X,type_1,20.64,209633.0,1.428571429,-34.785,4.08882717,False,B,34523.0424
Id_8300,C,9.8,False,True,9.25,X,type_1,18.96,31638.0,1.428571429,-27.828,4.08882717,False,D,100499.784
Id_3966,,10.4,True,True,9.25,Y,,,3.0,1.428571429,-27.828,,False,A,155358.4032
Id_1879,G,10.2,False,True,7.4,X,type_1,14.88,50975.0,1.428571429,-27.828,4.08882717,True,A,84791.784
Id_8496,B,9.8,False,False,16.65,Z,type_2,25.68,84283.0,2.857142857,-13.914,1.834008086,False,A,282740.8584
Id_9299,H,8.2,False,True,7.4,X,type_1,19.68,291749.0,1.428571429,-27.828,4.08882717,False,C,37667.784
Id_6348,B,9.6,False,True,10.36,Z,type_2,20.4,192824.0,1.428571429,,4.08882717,,C,131595.3408
Id_3587,,9.6,False,True,11.1,Y,type_2,15.84,99788.0,,-27.828,4.08882717,True,A,181860.9408
Id_7372,D,9.6,,True,7.4,X,type_2,20.4,203129.0,1.428571429,-13.914,1.834008086,True,C,84194.88
Id_3865,B,7.4,,False,6.66,X,type_1,17.76,154427.0,1.428571429,-34.785,4.08882717,False,D,29842.0584
Id_8487,,9.8,False,True,8.88,X,type_1,16.32,80454.0,1.428571429,,5.488589937,False,D,89504.184
Id_4131,B,9.6,False,True,12.95,X,type_1,22.32,84326.0,2.142857143,,5.488589937,True,C,147623.784
Id_1036,A,10.6,False,True,7.4,W,type_2,17.04,501.0,1.428571429,-34.785,1.834008086,False,C,219283.68
Id_636,H,9.6,False,True,11.84,Z,type_2,24.0,78142.0,1.785714286,-27.828,4.08882717,True,D,141340.584
Id_6153,F,7.2,False,True,7.4,X,type_1,19.2,99249.0,1.428571429,-27.828,4.08882717,True,C,31384.584
Id_4134,,8.8,False,True,9.99,W,type_2,19.68,222165.0,2.142857143,-27.828,4.08882717,True,D,34526.184
Id_5338,B,8.8,False,True,6.66,X,type_1,15.84,137141.0,1.428571429,-34.785,4.08882717,,C,53372.6424
Id_1083,F,8.2,False,True,8.51,X,type_1,22.8,130596.0,1.428571429,-27.828,4.08882717,True,A,37667.784
